id_ente,municipio,ano,registros
4201109,Anitápolis,2024,1296
4201208,Antônio Carlos,2013,698
4201208,Antônio Carlos,2014,0
4201208,Antônio Carlos,2015,834
4201208,Antônio Carlos,2016,866
4201208,Antônio Carlos,2017,1053
4201208,Antônio Carlos,2018,1132
4201208,Antônio Carlos,2019,1222
4201208,Antônio Carlos,2020,1167
4201208,Antônio Carlos,2021,1212
4201208,Antônio Carlos,2022,1245
4201208,Antônio Carlos,2023,1295
4201208,Antônio Carlos,2024,1287
4201257,Apiúna,2013,503
4201257,Apiúna,2014,607
4201257,Apiúna,2015,716
4201257,Apiúna,2016,731
4201257,Apiúna,2017,873
4201257,Apiúna,2018,901
4201257,Apiúna,2019,941
4201257,Apiúna,2020,941
4201257,Apiúna,2021,1021
4201257,Apiúna,2022,1051
4201257,Apiúna,2023,1066
4201257,Apiúna,2024,1051
4201273,Arabutã,2013,639
4201273,Arabutã,2014,771
4201273,Arabutã,2015,836
4201273,Arabutã,2016,808
4201273,Arabutã,2017,937
4201273,Arabutã,2018,852
4201273,Arabutã,2019,913
4201273,Arabutã,2020,965
4201273,Arabutã,2021,909
4201273,Arabutã,2022,1024
4201273,Arabutã,2023,1136
4201273,Arabutã,2024,1149
4201307,Araquari,2013,554
4201307,Araquari,2014,567
4201307,Araquari,2015,1049
4201307,Araquari,2016,1157
4201307,Araquari,2017,1250
4201307,Araquari,2018,1341
4201307,Araquari,2019,1432
4201307,Araquari,2020,1461
4201307,Araquari,2021,1553
4201307,Araquari,2022,1637
4201307,Araquari,2023,1707
4201307,Araquari,2024,1820
4201406,Araranguá,2013,760
4201406,Araranguá,2014,925
4201406,Araranguá,2015,955
4201406,Araranguá,2016,957
4201406,Araranguá,2017,1076
4201406,Araranguá,2018,1195
4201406,Araranguá,2019,1259
4201406,Araranguá,2020,1322
4201406,Araranguá,2021,1289
4201406,Araranguá,2022,1410
4201406,Araranguá,2023,1484
4201406,Araranguá,2024,1482
4201505,Armazém,2013,416
4201505,Armazém,2014,487
4201505,Armazém,2015,505
4201505,Armazém,2016,507
4201505,Armazém,2017,548
4201505,Armazém,2018,541
4201505,Armazém,2019,519
4201505,Armazém,2020,525
4201505,Armazém,2021,536
4201505,Armazém,2022,565
4201505,Armazém,2023,555
4201505,Armazém,2024,580
4201604,Arroio Trinta,2013,561
4201604,Arroio Trinta,2014,524
4201604,Arroio Trinta,2015,456
4201604,Arroio Trinta,2016,591
4201604,Arroio Trinta,2017,842
4201604,Arroio Trinta,2018,930
4201604,Arroio Trinta,2019,880
4201604,Arroio Trinta,2020,920
4201604,Arroio Trinta,2021,892
4201604,Arroio Trinta,2022,1060
4201604,Arroio Trinta,2023,1033
4201604,Arroio Trinta,2024,1055
4201653,Arvoredo,2013,562
4201653,Arvoredo,2014,555
4201653,Arvoredo,2015,654
4201653,Arvoredo,2016,678
4201653,Arvoredo,2017,711
4201653,Arvoredo,2018,719
4201653,Arvoredo,2019,717
4201653,Arvoredo,2020,771
4201653,Arvoredo,2021,811
4201653,Arvoredo,2022,837
4201653,Arvoredo,2023,832
4201653,Arvoredo,2024,855
4201703,Ascurra,2013,472
4201703,Ascurra,2014,554
4201703,Ascurra,2015,535
4201703,Ascurra,2016,489
4201703,Ascurra,2017,600
4201703,Ascurra,2018,686
4201703,Ascurra,2019,777
4201703,Ascurra,2020,935
4201703,Ascurra,2021,982
4201703,Ascurra,2022,991
4201703,Ascurra,2023,959
4201703,Ascurra,2024,1096
4201802,Atalanta,2013,485
4201802,Atalanta,2014,0
4201802,Atalanta,2015,636
4201802,Atalanta,2016,625
4201802,Atalanta,2017,692
4201802,Atalanta,2018,755
4201802,Atalanta,2019,791
4201802,Atalanta,2020,781
4201802,Atalanta,2021,844
4201802,Atalanta,2022,861
4201802,Atalanta,2023,940
4201802,Atalanta,2024,976
4201901,Aurora,2013,515
4201901,Aurora,2014,530
4201901,Aurora,2015,603
4201901,Aurora,2016,555
4201901,Aurora,2017,694
4201901,Aurora,2018,774
4201901,Aurora,2019,799
4201901,Aurora,2020,810
4201901,Aurora,2021,720
4201901,Aurora,2022,771
4201901,Aurora,2023,856
4201901,Aurora,2024,910
4201950,Balneário Arroio do Silva,2013,612
4201950,Balneário Arroio do Silva,2014,548
4201950,Balneário Arroio do Silva,2015,724
4201950,Balneário Arroio do Silva,2016,656
4201950,Balneário Arroio do Silva,2017,838
4201950,Balneário Arroio do Silva,2018,890
4201950,Balneário Arroio do Silva,2019,873
4201950,Balneário Arroio do Silva,2020,946
4201950,Balneário Arroio do Silva,2021,870
4201950,Balneário Arroio do Silva,2022,1005
4201950,Balneário Arroio do Silva,2023,1023
4201950,Balneário Arroio do Silva,2024,1071
4202008,Balneário Camboriú,2013,1146
4202008,Balneário Camboriú,2014,1343
4202008,Balneário Camboriú,2015,1495
4202008,Balneário Camboriú,2016,1525
4202008,Balneário Camboriú,2017,1725
4202008,Balneário Camboriú,2018,1982
4202008,Balneário Camboriú,2019,1823
4202008,Balneário Camboriú,2020,1937
4202008,Balneário Camboriú,2021,2180
4202008,Balneário Camboriú,2022,1957
4202008,Balneário Camboriú,2023,2282
4202008,Balneário Camboriú,2024,2287
4202057,Balneário Barra do Sul,2013,682
4202057,Balneário Barra do Sul,2014,799
4202057,Balneário Barra do Sul,2015,862
4202057,Balneário Barra do Sul,2016,918
4202057,Balneário Barra do Sul,2017,783
4202057,Balneário Barra do Sul,2018,1132
4202057,Balneário Barra do Sul,2019,1135
4202057,Balneário Barra do Sul,2020,1118
4202057,Balneário Barra do Sul,2021,1109
4202057,Balneário Barra do Sul,2022,1263
4202057,Balneário Barra do Sul,2023,1321
4202057,Balneário Barra do Sul,2024,1342
4202073,Balneário Gaivota,2013,636
4202073,Balneário Gaivota,2014,622
4202073,Balneário Gaivota,2015,692
4202073,Balneário Gaivota,2016,755
4202073,Balneário Gaivota,2017,1014
4202073,Balneário Gaivota,2018,994
4202073,Balneário Gaivota,2019,1033
4202073,Balneário Gaivota,2020,1025
4202073,Balneário Gaivota,2021,1030
4202073,Balneário Gaivota,2022,1130
4202073,Balneário Gaivota,2023,1213
4202073,Balneário Gaivota,2024,1157
4202081,Bandeirante,2013,572
4202081,Bandeirante,2014,663
4202081,Bandeirante,2015,708
4202081,Bandeirante,2016,733
4202081,Bandeirante,2017,763
4202081,Bandeirante,2018,679
4202081,Bandeirante,2019,690
4202081,Bandeirante,2020,688
4202081,Bandeirante,2021,682
4202081,Bandeirante,2022,817
4202081,Bandeirante,2023,946
4202081,Bandeirante,2024,1011
4202099,Barra Bonita,2013,530
4202099,Barra Bonita,2014,572
4202099,Barra Bonita,2015,660
4202099,Barra Bonita,2016,681
4202099,Barra Bonita,2017,794
4202099,Barra Bonita,2018,755
4202099,Barra Bonita,2019,839
4202099,Barra Bonita,2020,923
4202099,Barra Bonita,2021,927
4202099,Barra Bonita,2022,1000
4202099,Barra Bonita,2023,1050
4202099,Barra Bonita,2024,1029
4202107,Barra Velha,2013,854
4202107,Barra Velha,2014,576
4202107,Barra Velha,2015,1145
4202107,Barra Velha,2016,1135
4202107,Barra Velha,2017,1466
4202107,Barra Velha,2018,1569
4202107,Barra Velha,2019,1617
4202107,Barra Velha,2020,1667
4202107,Barra Velha,2021,1657
4202107,Barra Velha,2022,1711
4202107,Barra Velha,2023,1777
4202107,Barra Velha,2024,1747
4202131,Bela Vista do Toldo,2013,602
4202131,Bela Vista do Toldo,2014,567
4202131,Bela Vista do Toldo,2015,665
4202131,Bela Vista do Toldo,2016,723
4202131,Bela Vista do Toldo,2017,977
4202131,Bela Vista do Toldo,2018,901
4202131,Bela Vista do Toldo,2019,880
4202131,Bela Vista do Toldo,2020,879
4202131,Bela Vista do Toldo,2021,883
4202131,Bela Vista do Toldo,2022,948
4202131,Bela Vista do Toldo,2023,903
4202131,Bela Vista do Toldo,2024,927
4202156,Belmonte,2013,682
4202156,Belmonte,2014,779
4202156,Belmonte,2015,760
4202156,Belmonte,2016,748
4202156,Belmonte,2017,857
4202156,Belmonte,2018,888
4202156,Belmonte,2019,941
4202156,Belmonte,2020,983
4202156,Belmonte,2021,853
4202156,Belmonte,2022,949
4202156,Belmonte,2023,1049
4202156,Belmonte,2024,1129
4202206,Benedito Novo,2013,646
4202206,Benedito Novo,2014,670
4202206,Benedito Novo,2015,737
4202206,Benedito Novo,2016,767
4202206,Benedito Novo,2017,979
4202206,Benedito Novo,2018,921
4202206,Benedito Novo,2019,951
4202206,Benedito Novo,2020,1041
4202206,Benedito Novo,2021,1048
4202206,Benedito Novo,2022,1135
4202206,Benedito Novo,2023,1148
4202206,Benedito Novo,2024,1174
4202305,Biguaçu,2013,1021
4202305,Biguaçu,2014,1110
4202305,Biguaçu,2015,1231
4202305,Biguaçu,2016,1245
4202305,Biguaçu,2017,1582
4202305,Biguaçu,2018,1600
4202305,Biguaçu,2019,1680
4202305,Biguaçu,2020,1579
4202305,Biguaçu,2021,1576
4202305,Biguaçu,2022,1621
4202305,Biguaçu,2023,1648
4202305,Biguaçu,2024,1703
4202404,Blumenau,2013,1230
4202404,Blumenau,2014,1382
4202404,Blumenau,2015,1436
4202404,Blumenau,2016,1498
4202404,Blumenau,2017,1628
4202404,Blumenau,2018,1888
4202404,Blumenau,2019,1271
4202404,Blumenau,2020,1295
4202404,Blumenau,2021,1900
4202404,Blumenau,2022,1968
4202404,Blumenau,2023,1984
4202404,Blumenau,2024,1939
4202438,Bocaina do Sul,2013,461
4202438,Bocaina do Sul,2014,0
4202438,Bocaina do Sul,2015,630
4202438,Bocaina do Sul,2016,607
4202438,Bocaina do Sul,2017,689
4202438,Bocaina do Sul,2018,746
4202438,Bocaina do Sul,2019,807
4202438,Bocaina do Sul,2020,917
4202438,Bocaina do Sul,2021,996
4202438,Bocaina do Sul,2022,1007
4202438,Bocaina do Sul,2023,1189
4202438,Bocaina do Sul,2024,1320
4202453,Bombinhas,2013,835
4202453,Bombinhas,2014,994
4202453,Bombinhas,2015,1028
4202453,Bombinhas,2016,1132
4202453,Bombinhas,2017,1407
4202453,Bombinhas,2018,1408
4202453,Bombinhas,2019,1458
4202453,Bombinhas,2020,1468
4202453,Bombinhas,2021,1375
4202453,Bombinhas,2022,1618
4202453,Bombinhas,2023,1707
4202453,Bombinhas,2024,1670
4202503,Bom Jardim da Serra,2013,542
4202503,Bom Jardim da Serra,2014,662
4202503,Bom Jardim da Serra,2015,683
4202503,Bom Jardim da Serra,2016,671
4202503,Bom Jardim da Serra,2017,673
4202503,Bom Jardim da Serra,2018,797
4202503,Bom Jardim da Serra,2019,803
4202503,Bom Jardim da Serra,2020,823
4202503,Bom Jardim da Serra,2021,928
4202503,Bom Jardim da Serra,2022,1076
4202503,Bom Jardim da Serra,2023,944
4202503,Bom Jardim da Serra,2024,1020
4202537,Bom Jesus,2013,405
4202537,Bom Jesus,2014,0
4202537,Bom Jesus,2015,464
4202537,Bom Jesus,2016,457
4202537,Bom Jesus,2017,568
4202537,Bom Jesus,2018,672
4202537,Bom Jesus,2019,694
4202537,Bom Jesus,2020,745
4202537,Bom Jesus,2021,827
4202537,Bom Jesus,2022,915
4202537,Bom Jesus,2023,987
4202537,Bom Jesus,2024,1070
4202578,Bom Jesus do Oeste,2013,397
4202578,Bom Jesus do Oeste,2014,505
4202578,Bom Jesus do Oeste,2015,542
4202578,Bom Jesus do Oeste,2016,536
4202578,Bom Jesus do Oeste,2017,539
4202578,Bom Jesus do Oeste,2018,591
4202578,Bom Jesus do Oeste,2019,626
4202578,Bom Jesus do Oeste,2020,717
4202578,Bom Jesus do Oeste,2021,710
4202578,Bom Jesus do Oeste,2022,640
4202578,Bom Jesus do Oeste,2023,617
4202578,Bom Jesus do Oeste,2024,619
4202602,Bom Retiro,2013,595
4202602,Bom Retiro,2014,674
4202602,Bom Retiro,2015,796
4202602,Bom Retiro,2016,781
4202602,Bom Retiro,2017,907
4202602,Bom Retiro,2018,981
4202602,Bom Retiro,2019,1012
4202602,Bom Retiro,2020,925
4202602,Bom Retiro,2021,920
4202602,Bom Retiro,2022,1107
4202602,Bom Retiro,2023,1101
4202602,Bom Retiro,2024,1138
4202701,Botuverá,2013,560
4202701,Botuverá,2014,647
4202701,Botuverá,2015,704
4202701,Botuverá,2016,802
4202701,Botuverá,2017,902
4202701,Botuverá,2018,965
4202701,Botuverá,2019,1083
4202701,Botuverá,2020,1099
4202701,Botuverá,2021,1052
4202701,Botuverá,2022,1067
4202701,Botuverá,2023,1120
4202701,Botuverá,2024,1160
4202800,Braço do Norte,2013,748
4202800,Braço do Norte,2014,878
4202800,Braço do Norte,2015,935
4202800,Braço do Norte,2016,1010
4202800,Braço do Norte,2017,1241
4202800,Braço do Norte,2018,1244
4202800,Braço do Norte,2019,1387
4202800,Braço do Norte,2020,1413
4202800,Braço do Norte,2021,1424
4202800,Braço do Norte,2022,1407
4202800,Braço do Norte,2023,1411
4202800,Braço do Norte,2024,1487
4202859,Braço do Trombudo,2013,654
4202859,Braço do Trombudo,2014,729
4202859,Braço do Trombudo,2015,659
4202859,Braço do Trombudo,2016,587
4202859,Braço do Trombudo,2017,772
4202859,Braço do Trombudo,2018,829
4202859,Braço do Trombudo,2019,933
4202859,Braço do Trombudo,2020,980
4202859,Braço do Trombudo,2021,934
4202859,Braço do Trombudo,2022,1077
4202859,Braço do Trombudo,2023,1143
4202859,Braço do Trombudo,2024,1148
4202875,Brunópolis,2013,452
4202875,Brunópolis,2014,548
4202875,Brunópolis,2015,615
4202875,Brunópolis,2016,643
4202875,Brunópolis,2017,706
4202875,Brunópolis,2018,684
4202875,Brunópolis,2019,739
4202875,Brunópolis,2020,719
4202875,Brunópolis,2021,794
4202875,Brunópolis,2022,881
4202875,Brunópolis,2023,961
4202875,Brunópolis,2024,1046
4202909,Brusque,2013,1029
4202909,Brusque,2014,1116
4202909,Brusque,2015,1330
4202909,Brusque,2016,1338
4202909,Brusque,2017,1573
4202909,Brusque,2018,1536
4202909,Brusque,2019,1584
4202909,Brusque,2020,1648
4202909,Brusque,2021,1621
4202909,Brusque,2022,1608
4202909,Brusque,2023,1689
4202909,Brusque,2024,1774
4203006,Caçador,2013,897
4203006,Caçador,2014,1009
4203006,Caçador,2015,1035
4203006,Caçador,2016,1174
4203006,Caçador,2017,1255
4203006,Caçador,2018,1354
4203006,Caçador,2019,1300
4203006,Caçador,2020,1433
4203006,Caçador,2021,1266
4203006,Caçador,2022,1373
4203006,Caçador,2023,1523
4203006,Caçador,2024,1562
4203105,Caibi,2013,457
4203105,Caibi,2014,527
4203105,Caibi,2015,604
4203105,Caibi,2016,612
4203105,Caibi,2017,667
4203105,Caibi,2018,712
4203105,Caibi,2019,707
4203105,Caibi,2020,701
4203105,Caibi,2021,777
4203105,Caibi,2022,963
4203105,Caibi,2023,945
4203105,Caibi,2024,1054
4203154,Calmon,2013,515
4203154,Calmon,2014,630
4203154,Calmon,2015,625
4203154,Calmon,2016,691
4203154,Calmon,2017,716
4203154,Calmon,2018,908
4203154,Calmon,2019,901
4203154,Calmon,2020,927
4203154,Calmon,2021,904
4203154,Calmon,2022,1012
4203154,Calmon,2023,790
4203154,Calmon,2024,1022
4203204,Camboriú,2013,736
4203204,Camboriú,2014,0
4203204,Camboriú,2015,833
4203204,Camboriú,2016,901
4203204,Camboriú,2017,1111
4203204,Camboriú,2018,1222
4203204,Camboriú,2019,1305
4203204,Camboriú,2020,1290
4203204,Camboriú,2021,1345
4203204,Camboriú,2022,1353
4203204,Camboriú,2023,1343
4203204,Camboriú,2024,1440
4203253,Capão Alto,2013,520
4203253,Capão Alto,2014,464
4203253,Capão Alto,2015,456
4203253,Capão Alto,2016,440
4203253,Capão Alto,2017,549
4203253,Capão Alto,2018,635
4203253,Capão Alto,2019,805
4203253,Capão Alto,2020,871
4203253,Capão Alto,2021,875
4203253,Capão Alto,2022,834
4203253,Capão Alto,2023,908
4203253,Capão Alto,2024,875
4203303,Campo Alegre,2013,754
4203303,Campo Alegre,2014,882
4203303,Campo Alegre,2015,946
4203303,Campo Alegre,2016,997
4203303,Campo Alegre,2017,887
4203303,Campo Alegre,2018,1148
4203303,Campo Alegre,2019,1167
4203303,Campo Alegre,2020,1129
4203303,Campo Alegre,2021,1248
4203303,Campo Alegre,2022,1286
4203303,Campo Alegre,2023,1254
4203303,Campo Alegre,2024,1254
4203402,Campo Belo do Sul,2013,470
4203402,Campo Belo do Sul,2014,0
4203402,Campo Belo do Sul,2015,565
4203402,Campo Belo do Sul,2016,582
4203402,Campo Belo do Sul,2017,782
4203402,Campo Belo do Sul,2018,726
4203402,Campo Belo do Sul,2019,702
4203402,Campo Belo do Sul,2020,856
4203402,Campo Belo do Sul,2021,896
4203402,Campo Belo do Sul,2022,863
4203402,Campo Belo do Sul,2023,904
4203402,Campo Belo do Sul,2024,972
4203501,Campo Erê,2013,567
4203501,Campo Erê,2014,776
4203501,Campo Erê,2015,758
4203501,Campo Erê,2016,783
4203501,Campo Erê,2017,952
4203501,Campo Erê,2018,1003
4203501,Campo Erê,2019,1071
4203501,Campo Erê,2020,1064
4203501,Campo Erê,2021,1047
4203501,Campo Erê,2022,1117
4203501,Campo Erê,2023,1078
4203501,Campo Erê,2024,1212
4203600,Campos Novos,2013,860
4203600,Campos Novos,2014,959
4203600,Campos Novos,2015,1017
4203600,Campos Novos,2016,1048
4203600,Campos Novos,2017,1218
4203600,Campos Novos,2018,1191
4203600,Campos Novos,2019,1328
4203600,Campos Novos,2020,1425
4203600,Campos Novos,2021,1484
4203600,Campos Novos,2022,1474
4203600,Campos Novos,2023,1637
4203600,Campos Novos,2024,1620
4203709,Canelinha,2013,477
4203709,Canelinha,2014,418
4203709,Canelinha,2015,578
4203709,Canelinha,2016,773
4203709,Canelinha,2017,966
4203709,Canelinha,2018,1076
4203709,Canelinha,2019,1028
4203709,Canelinha,2020,1056
4203709,Canelinha,2021,980
4203709,Canelinha,2022,1018
4203709,Canelinha,2023,1143
4203709,Canelinha,2024,1240
4203808,Canoinhas,2013,778
4203808,Canoinhas,2014,967
4203808,Canoinhas,2015,1021
4203808,Canoinhas,2016,1111
4203808,Canoinhas,2017,1392
4203808,Canoinhas,2018,1352
4203808,Canoinhas,2019,1179
4203808,Canoinhas,2020,1239
4203808,Canoinhas,2021,1148
4203808,Canoinhas,2022,1191
4203808,Canoinhas,2023,1357
4203808,Canoinhas,2024,1400
4203907,Capinzal,2013,559
4203907,Capinzal,2014,619
4203907,Capinzal,2015,775
4203907,Capinzal,2016,756
4203907,Capinzal,2017,811
4203907,Capinzal,2018,866
4203907,Capinzal,2019,980
4203907,Capinzal,2020,979
4203907,Capinzal,2021,904
4203907,Capinzal,2022,982
4203907,Capinzal,2023,1107
4203907,Capinzal,2024,1145
4203956,Capivari de Baixo,2013,626
4203956,Capivari de Baixo,2014,681
4203956,Capivari de Baixo,2015,835
4203956,Capivari de Baixo,2016,804
4203956,Capivari de Baixo,2017,1042
4203956,Capivari de Baixo,2018,983
4203956,Capivari de Baixo,2019,1107
4203956,Capivari de Baixo,2020,1108
4203956,Capivari de Baixo,2021,1009
4203956,Capivari de Baixo,2022,1162
4203956,Capivari de Baixo,2023,1188
4203956,Capivari de Baixo,2024,1262
4204004,Catanduvas,2013,565
4204004,Catanduvas,2014,500
4204004,Catanduvas,2015,652
4204004,Catanduvas,2016,751
4204004,Catanduvas,2017,807
4204004,Catanduvas,2018,958
4204004,Catanduvas,2019,1012
4204004,Catanduvas,2020,1031
4204004,Catanduvas,2021,970
4204004,Catanduvas,2022,1061
4204004,Catanduvas,2023,1136
4204004,Catanduvas,2024,1097
4204103,Caxambu do Sul,2013,563
4204103,Caxambu do Sul,2014,707
4204103,Caxambu do Sul,2015,739
4204103,Caxambu do Sul,2016,615
4204103,Caxambu do Sul,2017,713
4204103,Caxambu do Sul,2018,820
4204103,Caxambu do Sul,2019,831
4204103,Caxambu do Sul,2020,877
4204103,Caxambu do Sul,2021,878
4204103,Caxambu do Sul,2022,979
4204103,Caxambu do Sul,2023,979
4204103,Caxambu do Sul,2024,899
4204152,Celso Ramos,2013,514
4204152,Celso Ramos,2014,506
4204152,Celso Ramos,2015,598
4204152,Celso Ramos,2016,575
4204152,Celso Ramos,2017,669
4204152,Celso Ramos,2018,687
4204152,Celso Ramos,2019,703
4204152,Celso Ramos,2020,759
4204152,Celso Ramos,2021,755
4204152,Celso Ramos,2022,798
4204152,Celso Ramos,2023,938
4204152,Celso Ramos,2024,977
4204178,Cerro Negro,2013,602
4204178,Cerro Negro,2014,0
4204178,Cerro Negro,2015,693
4204178,Cerro Negro,2016,674
4204178,Cerro Negro,2017,923
4204178,Cerro Negro,2018,752
4204178,Cerro Negro,2019,899
4204178,Cerro Negro,2020,950
4204178,Cerro Negro,2021,1171
4204178,Cerro Negro,2022,1026
4204178,Cerro Negro,2023,1057
4204178,Cerro Negro,2024,1008
4204194,Chapadão do Lageado,2013,471
4204194,Chapadão do Lageado,2014,499
4204194,Chapadão do Lageado,2015,609
4204194,Chapadão do Lageado,2016,591
4204194,Chapadão do Lageado,2017,699
4204194,Chapadão do Lageado,2018,791
4204194,Chapadão do Lageado,2019,843
4204194,Chapadão do Lageado,2020,905
4204194,Chapadão do Lageado,2021,948
4204194,Chapadão do Lageado,2022,1023
4204194,Chapadão do Lageado,2023,936
4204194,Chapadão do Lageado,2024,1009
4204202,Chapecó,2013,1006
4204202,Chapecó,2014,936
4204202,Chapecó,2015,1011
4204202,Chapecó,2016,1050
4204202,Chapecó,2017,1180
4204202,Chapecó,2018,1231
4204202,Chapecó,2019,1343
4204202,Chapecó,2020,1260
4204202,Chapecó,2021,1120
4204202,Chapecó,2022,991
4204202,Chapecó,2023,1007
4204202,Chapecó,2024,986
4204251,Cocal do Sul,2013,586
4204251,Cocal do Sul,2014,656
4204251,Cocal do Sul,2015,733
4204251,Cocal do Sul,2016,779
4204251,Cocal do Sul,2017,863
4204251,Cocal do Sul,2018,936
4204251,Cocal do Sul,2019,987
4204251,Cocal do Sul,2020,1021
4204251,Cocal do Sul,2021,1047
4204251,Cocal do Sul,2022,1108
